user_id,subscription_type,subscription_category,start_date,end_date,amount
496,Premium,Yearly,2025-07-05,2026-07-05,945.63
497,Family,Yearly,2025-07-29,2026-07-29,605.06
498,Premium,Yearly,2025-01-01,2026-01-01,809.0
499,Premium,Yearly,2024-12-04,2025-12-04,605.06
500,Free,Yearly,2024-12-26,2025-12-26,0.0
501,Premium,Yearly,2025-03-16,2026-03-16,321.5
502,Family,Yearly,2024-10-25,2025-10-25,403.03
503,Premium,3 month,2024-08-09,2024-11-07,605.06
504,Premium,Monthly,2025-06-23,2025-07-23,605.06
505,Premium,Yearly,2024-09-03,2025-09-03,549.87
506,Family,Yearly,2025-03-01,2026-03-01,921.5
507,Family,Yearly,2024-11-26,2025-11-26,605.06
508,Family,Monthly,2025-04-22,2025-05-22,605.06
509,Family,3 month,2025-08-03,2025-11-01,605.06
510,Premium,Yearly,2025-02-10,2026-02-10,900.4
511,Premium,Monthly,2024-09-13,2024-10-13,605.06
512,Family,3 month,2025-06-02,2025-08-31,605.06
513,Premium,3 month,2024-10-19,2025-01-17,605.06
514,Free,Yearly,2025-03-23,2026-03-23,0.0
515,Family,Yearly,2025-06-20,2026-06-20,605.06
516,Premium,Monthly,2024-10-14,2024-11-13,739.68
517,Premium,3 month,2025-07-01,2025-09-29,605.06
518,Free,Monthly,2024-12-11,2025-01-10,0.0
519,Free,Yearly,2025-02-03,2026-02-03,0.0
520,Family,Monthly,2025-04-04,2025-05-04,605.06
521,Free,Monthly,2025-03-18,2025-04-17,0.0
522,Family,Yearly,2025-07-20,2026-07-20,761.94
523,Family,3 month,2025-05-30,2025-08-28,605.06
524,Family,Yearly,2024-12-02,2025-12-02,605.06
525,Premium,Yearly,2025-05-30,2026-05-30,609.46
526,Premium,Yearly,2024-10-28,2025-10-28,605.06
527,Free,Monthly,2025-02-22,2025-03-24,0.0
528,Premium,3 month,2025-05-23,2025-08-21,605.06
529,Premium,3 month,2025-03-18,2025-06-16,593.74
530,Premium,3 month,2024-11-05,2025-02-03,605.06
531,Family,3 month,2024-11-02,2025-01-31,605.06
532,Premium,3 month,2025-04-03,2025-07-02,605.06
533,Premium,3 month,2024-12-04,2025-03-04,605.06
534,Premium,Yearly,2024-12-03,2025-12-03,312.67
535,Free,Yearly,2024-09-24,2025-09-24,0.0
536,Premium,Monthly,2025-06-29,2025-07-29,605.06
537,Free,Yearly,2025-06-06,2026-06-06,0.0
538,Premium,3 month,2024-11-02,2025-01-31,605.06
539,Free,Yearly,2025-03-31,2026-03-31,0.0
540,Premium,3 month,2025-01-19,2025-04-19,414.61
541,Family,3 month,2024-12-26,2025-03-26,605.06
542,Free,Yearly,2025-01-25,2026-01-25,0.0
543,Family,Monthly,2025-07-24,2025-08-23,605.06
544,Premium,Monthly,2024-10-17,2024-11-16,605.06
545,Family,Yearly,2025-02-02,2026-02-02,605.06
546,Premium,Monthly,2025-04-30,2025-05-30,605.06
547,Free,Yearly,2025-01-30,2026-01-30,0.0
548,Family,Monthly,2025-05-22,2025-06-21,605.06
549,Premium,Yearly,2025-03-05,2026-03-05,633.56
550,Family,Yearly,2025-01-14,2026-01-14,817.95
551,Free,3 month,2025-06-20,2025-09-18,0.0
552,Family,3 month,2024-11-15,2025-02-13,614.55
553,Premium,Monthly,2024-10-13,2024-11-12,605.06
554,Free,Yearly,2025-06-05,2026-06-05,0.0
555,Family,Monthly,2025-06-18,2025-07-18,605.06
556,Family,Monthly,2024-12-05,2025-01-04,605.06
557,Premium,Yearly,2024-10-25,2025-10-25,605.06
558,Premium,Yearly,2025-07-16,2026-07-16,842.83
559,Premium,Monthly,2025-06-18,2025-07-18,663.19
560,Premium,Monthly,2025-05-07,2025-06-06,605.06
561,Premium,Yearly,2025-03-11,2026-03-11,910.15
562,Free,Yearly,2025-07-24,2026-07-24,0.0
563,Free,Monthly,2025-05-01,2025-05-31,0.0
564,Free,Yearly,2025-07-24,2026-07-24,0.0
565,Free,Monthly,2024-11-01,2024-12-01,0.0
566,Free,Yearly,2024-08-10,2025-08-10,0.0
567,Family,Monthly,2025-05-21,2025-06-20,802.02
568,Family,3 month,2025-06-02,2025-08-31,221.01
569,Premium,3 month,2025-05-20,2025-08-18,605.06
570,Free,Monthly,2025-04-28,2025-05-28,0.0
571,Free,3 month,2024-11-01,2025-01-30,0.0
572,Premium,Monthly,2025-04-03,2025-05-03,605.06
573,Family,Monthly,2025-07-28,2025-08-27,605.06
574,Family,Yearly,2024-12-11,2025-12-11,678.79
575,Premium,Yearly,2025-04-21,2026-04-21,605.06
576,Premium,Monthly,2025-01-08,2025-02-07,605.06
577,Family,Yearly,2024-08-14,2025-08-14,605.06
578,Free,Yearly,2025-04-02,2026-04-02,0.0
579,Free,3 month,2025-08-09,2025-11-07,0.0
580,Premium,Yearly,2024-09-07,2025-09-07,605.06
581,Premium,Yearly,2024-09-07,2025-09-07,696.61
582,Family,3 month,2024-10-25,2025-01-23,450.28
583,Free,Monthly,2025-06-16,2025-07-16,0.0
584,Premium,3 month,2024-11-27,2025-02-25,696.26
585,Family,3 month,2024-08-18,2024-11-16,902.74
586,Premium,3 month,2025-03-31,2025-06-29,605.06
587,Premium,Yearly,2024-10-30,2025-10-30,605.06
588,Family,3 month,2025-03-28,2025-06-26,605.06
589,Premium,3 month,2024-09-09,2024-12-08,605.06
590,Premium,Yearly,2024-10-17,2025-10-17,605.06
591,Premium,Yearly,2025-04-23,2026-04-23,605.06
592,Family,3 month,2025-01-12,2025-04-12,605.06
593,Premium,Yearly,2025-04-18,2026-04-18,794.52
594,Premium,Monthly,2024-12-30,2025-01-29,596.86
595,Family,Yearly,2025-01-18,2026-01-18,605.06
596,Free,Monthly,2025-02-22,2025-03-24,0.0
597,Free,Monthly,2024-12-31,2025-01-30,0.0
598,Free,Yearly,2025-03-04,2026-03-04,0.0
599,Free,3 month,2025-06-15,2025-09-13,0.0
600,Premium,Yearly,2024-10-03,2025-10-03,526.33
601,Premium,3 month,2025-03-08,2025-06-06,605.06
602,Premium,Yearly,2025-02-04,2026-02-04,222.76
603,Premium,Yearly,2024-09-04,2025-09-04,605.06
604,Family,Monthly,2025-02-11,2025-03-13,605.06
605,Premium,3 month,2025-07-25,2025-10-23,605.06
606,Family,Yearly,2025-04-07,2026-04-07,605.06
607,Premium,Monthly,2024-11-27,2024-12-27,605.06
608,Premium,3 month,2024-12-18,2025-03-18,605.06
609,Family,3 month,2024-09-18,2024-12-17,605.06
610,Free,Yearly,2024-11-04,2025-11-04,0.0
611,Premium,Monthly,2024-08-26,2024-09-25,774.94
612,Premium,Yearly,2025-03-19,2026-03-19,709.75
613,Family,3 month,2024-11-26,2025-02-24,605.06
614,Family,Monthly,2025-07-16,2025-08-15,207.74
615,Premium,Monthly,2024-08-27,2024-09-26,605.06
616,Free,Yearly,2025-05-06,2026-05-06,0.0
617,Premium,Yearly,2024-11-28,2025-11-28,605.06
618,Premium,Monthly,2024-10-27,2024-11-26,605.06
619,Premium,Yearly,2025-05-25,2026-05-25,605.06
620,Premium,Monthly,2024-08-16,2024-09-15,617.88
621,Premium,3 month,2024-11-13,2025-02-11,800.3
622,Premium,3 month,2024-12-30,2025-03-30,605.06
623,Premium,Yearly,2024-10-13,2025-10-13,605.06
624,Premium,Yearly,2025-01-22,2026-01-22,605.06
625,Premium,Monthly,2025-05-07,2025-06-06,977.26
626,Premium,Yearly,2024-12-10,2025-12-10,605.06
627,Premium,3 month,2024-10-18,2025-01-16,746.51
628,Premium,Monthly,2025-02-04,2025-03-06,605.06
629,Family,Yearly,2025-07-09,2026-07-09,605.06
630,Premium,Yearly,2025-03-30,2026-03-30,605.06
631,Premium,Yearly,2025-06-19,2026-06-19,758.54
632,Free,Yearly,2025-04-03,2026-04-03,0.0
633,Free,3 month,2025-04-13,2025-07-12,0.0
634,Family,Monthly,2025-03-08,2025-04-07,605.06
635,Family,Monthly,2024-12-22,2025-01-21,605.06
636,Free,3 month,2024-09-23,2024-12-22,0.0
637,Premium,3 month,2025-05-25,2025-08-23,605.06
638,Premium,Yearly,2025-07-10,2026-07-10,605.06
639,Family,3 month,2025-01-03,2025-04-03,542.84
640,Premium,3 month,2024-10-07,2025-01-05,605.06
641,Premium,Monthly,2024-10-01,2024-10-31,605.06
642,Premium,Monthly,2024-09-12,2024-10-12,605.06
643,Free,Monthly,2025-06-24,2025-07-24,0.0
644,Premium,Monthly,2025-07-11,2025-08-10,234.73
645,Free,Monthly,2025-02-22,2025-03-24,0.0
646,Free,Monthly,2024-09-25,2024-10-25,0.0
647,Premium,3 month,2025-08-08,2025-11-06,605.06
648,Premium,3 month,2024-10-29,2025-01-27,605.06
649,Free,Monthly,2025-05-09,2025-06-08,0.0
650,Free,Yearly,2025-03-18,2026-03-18,0.0
651,Premium,3 month,2024-10-25,2025-01-23,833.61
652,Family,Monthly,2024-09-12,2024-10-12,668.13
653,Premium,Yearly,2025-07-28,2026-07-28,389.47
654,Premium,Monthly,2024-10-27,2024-11-26,605.06
655,Premium,Yearly,2025-04-08,2026-04-08,605.06
656,Free,Yearly,2025-04-09,2026-04-09,0.0
657,Free,3 month,2025-02-02,2025-05-03,0.0
658,Premium,Yearly,2024-11-25,2025-11-25,605.06
659,Family,Monthly,2025-07-12,2025-08-11,522.21
660,Premium,Yearly,2024-12-24,2025-12-24,304.23
661,Premium,3 month,2025-01-01,2025-04-01,605.06
662,Family,Monthly,2024-10-04,2024-11-03,467.46
663,Premium,Yearly,2025-02-03,2026-02-03,853.89
664,Family,3 month,2025-01-26,2025-04-26,925.99
665,Free,Monthly,2024-11-14,2024-12-14,0.0
666,Premium,Yearly,2024-08-13,2025-08-13,605.06
667,Premium,3 month,2025-07-26,2025-10-24,359.7
668,Premium,3 month,2025-05-22,2025-08-20,258.12
669,Free,Yearly,2025-05-21,2026-05-21,0.0
670,Family,3 month,2025-06-25,2025-09-23,429.51
671,Premium,3 month,2025-02-24,2025-05-25,518.82
672,Family,Yearly,2025-01-16,2026-01-16,390.22
673,Premium,3 month,2025-05-08,2025-08-06,605.06
674,Free,Monthly,2025-05-26,2025-06-25,0.0
675,Premium,Yearly,2024-08-21,2025-08-21,605.06
676,Free,3 month,2025-01-16,2025-04-16,0.0
677,Free,Monthly,2025-03-05,2025-04-04,0.0
678,Premium,Monthly,2024-09-30,2024-10-30,605.06
679,Family,Yearly,2024-08-20,2025-08-20,605.06
680,Family,Monthly,2024-11-07,2024-12-07,922.04
681,Free,Yearly,2025-04-18,2026-04-18,0.0
682,Family,Monthly,2025-06-27,2025-07-27,605.06
683,Premium,3 month,2024-10-24,2025-01-22,605.06
684,Family,3 month,2024-08-13,2024-11-11,605.06
685,Premium,Monthly,2025-01-08,2025-02-07,605.06
686,Free,Monthly,2025-03-01,2025-03-31,0.0
687,Premium,Monthly,2025-02-17,2025-03-19,605.06
688,Free,Monthly,2024-12-28,2025-01-27,0.0
689,Free,3 month,2025-01-10,2025-04-10,0.0
690,Family,Monthly,2025-06-27,2025-07-27,893.84
691,Premium,3 month,2025-06-04,2025-09-02,605.06
692,Family,Monthly,2024-09-04,2024-10-04,605.06
693,Family,Yearly,2024-12-30,2025-12-30,605.06
694,Free,Monthly,2025-07-06,2025-08-05,0.0
695,Family,Yearly,2025-02-22,2026-02-22,605.06
696,Free,3 month,2025-06-01,2025-08-30,0.0
697,Free,3 month,2025-04-06,2025-07-05,0.0
698,Free,Monthly,2024-10-14,2024-11-13,0.0
699,Premium,Yearly,2025-06-27,2026-06-27,605.06
700,Free,Monthly,2024-11-23,2024-12-23,0.0
701,Family,3 month,2025-07-25,2025-10-23,739.99
702,Premium,Monthly,2025-01-09,2025-02-08,780.55
703,Free,Yearly,2025-07-15,2026-07-15,0.0
704,Premium,Yearly,2025-03-18,2026-03-18,667.77
705,Premium,Monthly,2024-08-12,2024-09-11,996.76
706,Premium,3 month,2024-12-01,2025-03-01,659.6
707,Free,3 month,2024-12-19,2025-03-19,0.0
708,Family,3 month,2024-12-11,2025-03-11,605.06
709,Premium,Monthly,2025-01-28,2025-02-27,667.45
710,Premium,Yearly,2025-04-22,2026-04-22,443.66
711,Free,Monthly,2024-10-25,2024-11-24,0.0
712,Premium,3 month,2024-10-25,2025-01-23,475.52
713,Premium,Yearly,2024-12-09,2025-12-09,605.06
714,Family,Monthly,2024-10-18,2024-11-17,605.06
715,Free,3 month,2025-01-08,2025-04-08,0.0
716,Premium,Yearly,2024-11-13,2025-11-13,605.06
717,Premium,Yearly,2025-07-24,2026-07-24,502.94
718,Family,Monthly,2025-05-19,2025-06-18,605.06
719,Premium,3 month,2025-01-24,2025-04-24,605.06
720,Premium,Yearly,2025-03-24,2026-03-24,846.14
721,Premium,3 month,2025-07-30,2025-10-28,605.06
722,Premium,3 month,2025-07-08,2025-10-06,941.84
723,Free,Monthly,2025-07-27,2025-08-26,0.0
724,Premium,3 month,2024-11-06,2025-02-04,605.06
725,Free,3 month,2024-10-20,2025-01-18,0.0
726,Family,3 month,2024-08-11,2024-11-09,293.68
727,Premium,Yearly,2025-02-15,2026-02-15,937.62
728,Premium,Monthly,2025-03-05,2025-04-04,605.06
729,Premium,Monthly,2025-02-02,2025-03-04,951.7
730,Free,Monthly,2025-03-13,2025-04-12,0.0
731,Premium,3 month,2025-04-10,2025-07-09,501.64
732,Free,Yearly,2025-05-27,2026-05-27,0.0
733,Premium,3 month,2024-11-23,2025-02-21,622.6
734,Premium,Yearly,2024-11-24,2025-11-24,763.66
735,Family,Yearly,2024-09-28,2025-09-28,528.04
736,Family,Yearly,2025-05-22,2026-05-22,605.06
737,Free,Monthly,2025-02-23,2025-03-25,0.0
738,Premium,3 month,2025-05-10,2025-08-08,541.92
739,Premium,3 month,2025-03-22,2025-06-20,605.06
740,Premium,Monthly,2025-02-07,2025-03-09,605.06
741,Family,Yearly,2025-01-28,2026-01-28,605.06
742,Premium,Yearly,2025-04-27,2026-04-27,390.96
743,Premium,3 month,2024-10-09,2025-01-07,935.11
744,Premium,Yearly,2024-09-10,2025-09-10,255.51
745,Premium,3 month,2025-03-11,2025-06-09,605.06
746,Premium,Monthly,2025-07-04,2025-08-03,605.06
747,Family,Yearly,2024-10-16,2025-10-16,605.06
748,Premium,Monthly,2024-11-30,2024-12-30,605.06
749,Premium,Yearly,2024-11-05,2025-11-05,786.35
750,Family,Yearly,2025-05-05,2026-05-05,605.06
751,Premium,Monthly,2025-03-14,2025-04-13,292.62
752,Premium,Yearly,2024-09-14,2025-09-14,605.06
753,Premium,Monthly,2025-05-21,2025-06-20,970.21
754,Premium,Yearly,2025-07-11,2026-07-11,605.06
755,Premium,3 month,2025-07-09,2025-10-07,701.53
756,Premium,Monthly,2025-07-21,2025-08-20,605.06
757,Premium,Monthly,2025-07-07,2025-08-06,605.06
758,Premium,Yearly,2025-04-16,2026-04-16,227.87
759,Premium,Monthly,2025-01-04,2025-02-03,605.06
760,Premium,Monthly,2024-12-23,2025-01-22,605.06
761,Premium,3 month,2025-04-16,2025-07-15,890.61
762,Free,3 month,2025-07-17,2025-10-15,0.0
763,Free,Yearly,2024-10-24,2025-10-24,0.0
764,Free,3 month,2025-06-10,2025-09-08,0.0
765,Premium,Yearly,2024-10-06,2025-10-06,605.06
766,Family,Yearly,2025-03-28,2026-03-28,333.35
767,Premium,Yearly,2025-04-29,2026-04-29,605.06
768,Free,Yearly,2024-09-25,2025-09-25,0.0
769,Family,Yearly,2025-01-14,2026-01-14,764.12
770,Family,Yearly,2025-02-24,2026-02-24,387.67
771,Premium,Monthly,2025-07-22,2025-08-21,605.06
772,Free,Monthly,2025-04-25,2025-05-25,0.0
773,Premium,3 month,2024-08-18,2024-11-16,605.06
774,Family,3 month,2025-03-24,2025-06-22,605.06
775,Premium,Monthly,2024-11-15,2024-12-15,605.06
776,Premium,Monthly,2025-01-16,2025-02-15,763.23
777,Free,Monthly,2025-03-06,2025-04-05,0.0
778,Premium,Yearly,2025-06-09,2026-06-09,595.29
779,Premium,Yearly,2024-12-21,2025-12-21,605.06
780,Family,Yearly,2024-10-27,2025-10-27,800.55
781,Premium,3 month,2024-12-26,2025-03-26,605.06
782,Premium,3 month,2025-05-22,2025-08-20,605.06
783,Family,Yearly,2025-04-11,2026-04-11,605.06
784,Premium,Monthly,2024-11-04,2024-12-04,605.06
785,Free,Monthly,2025-04-04,2025-05-04,0.0
786,Free,Yearly,2024-12-17,2025-12-17,0.0
787,Premium,Yearly,2025-06-15,2026-06-15,657.04
788,Premium,Yearly,2025-03-13,2026-03-13,864.35
789,Premium,Yearly,2024-09-23,2025-09-23,605.06
790,Free,Monthly,2024-12-16,2025-01-15,0.0
791,Premium,3 month,2024-12-03,2025-03-03,388.18
792,Premium,3 month,2025-06-16,2025-09-14,605.06
793,Free,3 month,2025-06-26,2025-09-24,0.0
794,Premium,3 month,2025-07-07,2025-10-05,605.06
795,Free,3 month,2025-07-01,2025-09-29,0.0
796,Premium,Monthly,2025-03-10,2025-04-09,605.06
797,Family,3 month,2025-05-04,2025-08-02,605.06
798,Premium,Yearly,2024-08-29,2025-08-29,652.68
799,Free,Yearly,2025-05-16,2026-05-16,0.0
800,Premium,3 month,2024-11-06,2025-02-04,318.45
801,Premium,Yearly,2025-05-28,2026-05-28,605.06
802,Family,Yearly,2025-07-08,2026-07-08,605.06
803,Free,Monthly,2025-07-15,2025-08-14,0.0
804,Premium,Monthly,2025-07-08,2025-08-07,605.06
805,Premium,Yearly,2025-03-29,2026-03-29,605.06
806,Premium,Yearly,2025-07-29,2026-07-29,605.06
807,Free,Yearly,2025-04-13,2026-04-13,0.0
808,Premium,Yearly,2024-11-17,2025-11-17,221.52
809,Premium,Yearly,2025-08-02,2026-08-02,605.06
810,Family,Monthly,2024-10-15,2024-11-14,711.34
811,Free,Yearly,2025-07-01,2026-07-01,0.0
812,Free,3 month,2025-02-22,2025-05-23,0.0
813,Free,Monthly,2024-09-05,2024-10-05,0.0
814,Premium,3 month,2024-09-04,2024-12-03,907.33
815,Premium,3 month,2024-11-12,2025-02-10,202.61
816,Premium,3 month,2025-06-01,2025-08-30,605.06
817,Premium,3 month,2025-04-07,2025-07-06,605.06
818,Premium,Monthly,2025-07-08,2025-08-07,605.06
819,Free,Monthly,2025-03-05,2025-04-04,0.0
820,Family,Monthly,2025-01-26,2025-02-25,605.06
821,Premium,Yearly,2025-04-21,2026-04-21,717.06
822,Family,3 month,2024-09-04,2024-12-03,605.06
823,Premium,3 month,2025-03-30,2025-06-28,605.06
824,Family,Yearly,2025-04-15,2026-04-15,605.06
825,Premium,Monthly,2024-09-07,2024-10-07,605.06
826,Free,3 month,2025-03-28,2025-06-26,0.0
827,Premium,Yearly,2024-11-08,2025-11-08,605.06
828,Family,Monthly,2024-08-21,2024-09-20,358.53
829,Family,Yearly,2025-03-17,2026-03-17,411.13
830,Family,Monthly,2024-09-23,2024-10-23,388.09
831,Premium,Yearly,2024-12-28,2025-12-28,251.85
832,Free,3 month,2025-06-29,2025-09-27,0.0
833,Family,3 month,2024-12-18,2025-03-18,605.06
834,Family,Monthly,2025-01-19,2025-02-18,605.06
835,Free,Yearly,2024-09-22,2025-09-22,0.0
836,Premium,3 month,2024-08-12,2024-11-10,605.06
837,Premium,Yearly,2024-10-08,2025-10-08,605.06
838,Free,3 month,2025-05-06,2025-08-04,0.0
839,Premium,3 month,2024-10-04,2025-01-02,605.06
840,Premium,3 month,2024-09-05,2024-12-04,754.2
841,Family,Yearly,2025-07-06,2026-07-06,605.06
842,Premium,Yearly,2024-08-18,2025-08-18,605.06
843,Free,Monthly,2024-12-06,2025-01-05,0.0
844,Family,Yearly,2024-10-29,2025-10-29,756.62
845,Premium,Yearly,2025-06-15,2026-06-15,605.06
846,Premium,3 month,2024-11-24,2025-02-22,342.23
847,Family,Yearly,2025-06-20,2026-06-20,605.06
848,Free,3 month,2024-11-17,2025-02-15,0.0
849,Premium,Monthly,2024-11-24,2024-12-24,835.67
850,Free,3 month,2025-04-30,2025-07-29,0.0
851,Premium,3 month,2025-07-27,2025-10-25,605.06
852,Premium,Yearly,2024-10-04,2025-10-04,605.06
853,Free,3 month,2025-05-13,2025-08-11,0.0
854,Premium,Monthly,2025-02-04,2025-03-06,225.34
855,Free,Yearly,2025-02-16,2026-02-16,0.0
856,Premium,Monthly,2025-03-29,2025-04-28,605.06
857,Premium,Monthly,2024-11-10,2024-12-10,605.06
858,Free,Yearly,2025-02-11,2026-02-11,0.0
859,Premium,3 month,2024-11-09,2025-02-07,605.06
860,Family,Yearly,2025-01-19,2026-01-19,605.06
861,Free,Yearly,2025-07-13,2026-07-13,0.0
862,Premium,Monthly,2025-03-09,2025-04-08,689.49
863,Free,Monthly,2025-02-07,2025-03-09,0.0
864,Family,3 month,2025-04-02,2025-07-01,605.06
865,Free,Yearly,2025-03-16,2026-03-16,0.0
866,Family,3 month,2025-05-24,2025-08-22,605.06
867,Premium,Monthly,2024-10-09,2024-11-08,605.06
868,Premium,3 month,2025-04-15,2025-07-14,605.06
869,Premium,Yearly,2025-06-19,2026-06-19,605.06
870,Premium,3 month,2025-05-05,2025-08-03,338.58
871,Premium,3 month,2025-05-05,2025-08-03,605.06
872,Family,Monthly,2024-10-11,2024-11-10,605.06
873,Premium,Monthly,2025-01-25,2025-02-24,605.06
874,Family,Yearly,2025-02-06,2026-02-06,605.06
875,Premium,Monthly,2025-02-28,2025-03-30,471.97
876,Family,Monthly,2024-12-10,2025-01-09,736.95
877,Family,3 month,2025-03-06,2025-06-04,605.06
878,Family,Monthly,2024-10-25,2024-11-24,605.06
879,Premium,Monthly,2025-03-04,2025-04-03,789.93
880,Family,Yearly,2024-10-12,2025-10-12,605.06
881,Free,Yearly,2025-08-09,2026-08-09,0.0
882,Premium,Monthly,2025-05-13,2025-06-12,605.06
883,Premium,Yearly,2025-06-30,2026-06-30,605.06
884,Premium,3 month,2024-10-13,2025-01-11,605.06
885,Premium,3 month,2024-11-17,2025-02-15,605.06
886,Premium,Yearly,2025-04-05,2026-04-05,605.06
887,Free,3 month,2024-11-19,2025-02-17,0.0
888,Family,3 month,2025-03-28,2025-06-26,605.06
889,Premium,3 month,2025-01-18,2025-04-18,270.34
890,Free,3 month,2025-06-26,2025-09-24,0.0
891,Premium,Monthly,2025-06-09,2025-07-09,583.32
892,Premium,Yearly,2024-09-28,2025-09-28,543.24
893,Premium,3 month,2025-01-17,2025-04-17,605.06
894,Family,Yearly,2025-01-29,2026-01-29,830.56
895,Premium,Monthly,2025-07-14,2025-08-13,605.06
896,Premium,Monthly,2025-02-21,2025-03-23,526.99
897,Free,Yearly,2025-06-21,2026-06-21,0.0
898,Family,3 month,2025-06-30,2025-09-28,605.06
899,Family,Monthly,2025-03-13,2025-04-12,605.06
900,Family,Monthly,2024-10-16,2024-11-15,415.36
901,Premium,Yearly,2024-12-24,2025-12-24,605.06
902,Free,3 month,2024-11-06,2025-02-04,0.0
903,Premium,Monthly,2025-06-11,2025-07-11,605.06
904,Premium,3 month,2024-10-01,2024-12-30,928.6
905,Free,3 month,2024-11-09,2025-02-07,0.0
906,Family,Yearly,2025-01-06,2026-01-06,605.06
907,Free,Yearly,2024-12-03,2025-12-03,0.0
908,Family,3 month,2025-02-28,2025-05-29,605.06
909,Family,Monthly,2024-08-31,2024-09-30,605.06
910,Family,Monthly,2025-03-13,2025-04-12,605.06
911,Premium,Monthly,2025-03-13,2025-04-12,605.06
912,Premium,Yearly,2025-05-23,2026-05-23,605.06
913,Premium,Yearly,2025-06-26,2026-06-26,498.66
914,Premium,3 month,2025-03-26,2025-06-24,605.06
915,Premium,3 month,2025-08-04,2025-11-02,605.06
916,Premium,3 month,2024-08-11,2024-11-09,483.24
917,Free,3 month,2024-12-02,2025-03-02,0.0
918,Family,Monthly,2024-10-12,2024-11-11,605.06
919,Premium,Monthly,2025-01-05,2025-02-04,605.06
920,Premium,Yearly,2025-03-29,2026-03-29,605.06
921,Premium,Monthly,2024-10-28,2024-11-27,605.06
922,Free,Yearly,2025-08-07,2026-08-07,0.0
923,Family,3 month,2024-09-08,2024-12-07,605.06
924,Family,Monthly,2024-12-17,2025-01-16,610.45
925,Premium,Monthly,2025-06-11,2025-07-11,610.26
926,Free,Yearly,2024-09-27,2025-09-27,0.0
927,Free,Monthly,2025-04-24,2025-05-24,0.0
928,Premium,3 month,2025-02-02,2025-05-03,705.37
929,Free,Monthly,2024-09-05,2024-10-05,0.0
930,Premium,3 month,2025-07-01,2025-09-29,605.06
931,Premium,3 month,2025-06-23,2025-09-21,344.99
932,Premium,3 month,2025-04-02,2025-07-01,605.06
933,Family,Yearly,2025-06-22,2026-06-22,364.71
934,Premium,3 month,2025-01-23,2025-04-23,605.06
935,Premium,3 month,2025-07-23,2025-10-21,605.06
936,Premium,Monthly,2024-12-11,2025-01-10,263.5
937,Free,Yearly,2025-04-16,2026-04-16,0.0
938,Premium,3 month,2024-10-29,2025-01-27,605.06
939,Family,Yearly,2025-05-19,2026-05-19,605.06
940,Free,3 month,2025-03-18,2025-06-16,0.0
941,Premium,3 month,2025-04-18,2025-07-17,605.06
942,Family,Yearly,2025-03-12,2026-03-12,594.45
943,Family,Monthly,2025-04-30,2025-05-30,605.06
944,Family,3 month,2025-02-01,2025-05-02,605.06
945,Premium,3 month,2025-03-01,2025-05-30,502.63
946,Premium,3 month,2024-09-05,2024-12-04,898.67
947,Premium,Yearly,2024-11-17,2025-11-17,575.56
948,Free,Monthly,2025-04-18,2025-05-18,0.0
949,Premium,Yearly,2025-04-07,2026-04-07,605.06
950,Free,Monthly,2024-10-02,2024-11-01,0.0
951,Premium,3 month,2024-08-12,2024-11-10,728.59
952,Premium,Yearly,2024-11-29,2025-11-29,443.42
953,Premium,3 month,2025-01-15,2025-04-15,605.06
954,Family,3 month,2025-01-19,2025-04-19,969.2
955,Family,Yearly,2024-09-25,2025-09-25,605.06
956,Family,3 month,2025-03-29,2025-06-27,605.06
957,Premium,3 month,2024-12-23,2025-03-23,605.06
958,Free,Yearly,2024-11-13,2025-11-13,0.0
959,Family,3 month,2024-10-04,2025-01-02,605.06
960,Premium,Yearly,2024-12-11,2025-12-11,605.06
961,Premium,Monthly,2025-07-14,2025-08-13,666.46
